Attribute,Value,Year,Month,Year,Month,Year,Month
GBP,163.455,2014,May,2014,May,2014,February
GBP,163.45924,2005,September,2005,September,2005,August
GBP,163.46111,2004,December,2004,December,2004,December
GBP,163.46323,2005,April,2005,April,2005,March
GBP,163.48147,2005,January,2005,January,2005,January
GBP,163.49012,2004,November,2004,November,2004,November
GBP,163.503,2014,June,2014,June,2014,March
GBP,163.50362,2005,September,2005,September,2005,September
GBP,163.506,2014,April,2014,April,2014,January
GBP,163.538,2014,August,2014,August,2014,May
GBP,163.548,2015,February,2015,February,2014,November
GBP,163.5558,2005,March,2005,March,2005,March
GBP,163.564,2014,May,2014,May,2014,February
GBP,163.566,2014,April,2014,April,2014,January
GBP,163.59457,2005,September,2005,September,2005,September
GBP,163.602,2014,April,2014,April,2014,January
GBP,163.63407,2005,April,2005,April,2005,April
GBP,163.706,2014,April,2014,April,2014,January
GBP,163.716,2014,June,2014,June,2014,March
GBP,163.72918,2005,February,2005,February,2005,February
GBP,163.736,2015,April,2015,April,2015,January
GBP,163.739,2015,February,2015,February,2014,November
GBP,163.752,2014,April,2014,April,2014,January
GBP,163.773,2014,April,2014,April,2014,January
GBP,163.805,2014,April,2014,May,2014,January
GBP,163.80615,2005,September,2005,September,2005,September
GBP,163.82005,2005,January,2005,January,2005,January
GBP,163.821,2014,June,2014,June,2014,March
GBP,163.8409,2005,September,2005,September,2005,September
GBP,163.858,2014,May,2014,May,2014,February
GBP,163.863,2014,April,2014,April,2014,January
GBP,163.87992,2005,April,2005,April,2005,April
GBP,163.891,2014,April,2014,April,2014,January
GBP,163.897,2014,May,2014,May,2014,February
GBP,163.909,2014,June,2014,June,2014,March
GBP,163.969,2014,May,2014,May,2014,February
GBP,163.98986,2004,December,2004,December,2004,December
GBP,163.99355,2005,January,2005,January,2005,January
GBP,164.009,2014,May,2014,May,2014,February
GBP,164.01177,2004,December,2004,December,2004,November
GBP,164.035,2014,May,2014,May,2014,February
GBP,164.04733,2004,December,2004,December,2004,December
GBP,164.06287,2005,February,2005,February,2005,February
GBP,164.0826,2005,April,2005,April,2005,March
GBP,164.089,2014,May,2014,May,2014,February
GBP,164.094,2014,May,2014,May,2014,February
GBP,164.09883,2005,April,2005,April,2005,April
GBP,164.108,2014,July,2014,July,2014,May
GBP,164.11126,2004,December,2004,December,2004,December
GBP,164.1256,2004,December,2004,December,2004,December
GBP,164.1359,2005,February,2005,February,2005,February
GBP,164.19646,2005,February,2005,February,2005,January
GBP,164.23864,2005,February,2005,February,2005,February
GBP,164.247,2014,April,2014,May,2014,January
GBP,164.25391,2004,December,2004,December,2004,December
GBP,164.27143,2004,December,2004,December,2004,December
GBP,164.275,2014,May,2014,May,2014,February
GBP,164.28521,2005,April,2005,April,2005,April
GBP,164.286,2014,August,2014,August,2014,May
GBP,164.299,2014,July,2014,July,2014,April
GBP,164.323,2014,April,2014,May,2014,January
GBP,164.35,2014,May,2014,May,2014,February
GBP,164.377,2014,August,2014,August,2014,May
GBP,164.3924,2005,September,2005,September,2005,August
GBP,164.401,2014,May,2014,May,2014,February
GBP,164.416,2014,July,2014,July,2014,April
GBP,164.4683,2005,February,2005,February,2005,February
GBP,164.512,2014,May,2014,May,2014,February
GBP,164.52283,2004,December,2004,December,2004,December
GBP,164.524,2014,July,2014,July,2014,April
GBP,164.534,2015,April,2015,May,2015,January
GBP,164.54699,2005,April,2005,April,2005,April
GBP,164.576,2014,July,2014,July,2014,April
GBP,164.59258,2004,December,2004,December,2004,December
GBP,164.6,2015,April,2015,May,2015,January
GBP,164.60378,2005,February,2005,February,2005,February
GBP,164.607,2014,August,2014,August,2014,May
GBP,164.61574,2005,January,2005,January,2004,December
GBP,164.64383,2005,April,2005,April,2005,April
GBP,164.657,2014,July,2014,August,2014,May
GBP,164.69,2014,July,2014,August,2014,May
GBP,164.713,2014,August,2014,August,2014,May
GBP,164.80769,2005,February,2005,February,2005,February
GBP,164.847,2014,July,2014,August,2014,May
GBP,164.895,2015,April,2015,April,2015,January
GBP,164.92876,2005,March,2005,March,2005,March
GBP,164.9667,2004,December,2004,December,2004,December
GBP,164.999,2014,July,2014,July,2014,April
GBP,165.061,2014,July,2014,August,2014,May
GBP,165.062,2014,May,2014,May,2014,February
GBP,165.123,2014,July,2014,July,2014,April
GBP,165.148,2014,June,2014,June,2014,March
GBP,165.181,2014,July,2014,July,2014,April
GBP,165.198,2014,June,2014,June,2014,March
GBP,165.224,2014,May,2014,May,2014,January
GBP,165.23489,2005,May,2005,May,2005,May
GBP,165.25951,2004,December,2004,December,2004,December
GBP,165.294,2014,June,2014,June,2014,March
GBP,165.305,2014,June,2014,June,2014,March
GBP,165.318,2014,July,2014,July,2014,April
GBP,165.32584,2005,February,2005,February,2005,February
GBP,165.32944,2005,May,2005,May,2005,May
GBP,165.37389,2005,April,2005,April,2005,April
GBP,165.39,2014,July,2014,July,2014,April
GBP,165.39176,2004,December,2004,December,2004,December
GBP,165.42377,2005,March,2005,March,2005,March
GBP,165.515,2014,April,2014,May,2014,January
GBP,165.518,2014,June,2014,June,2014,March
GBP,165.526,2014,June,2014,June,2014,March
GBP,165.576,2014,July,2014,July,2014,April
GBP,165.57939,2005,February,2005,February,2005,February
GBP,165.596,2014,July,2014,July,2014,April
GBP,165.62204,2004,December,2004,December,2004,December
GBP,165.627,2014,June,2014,June,2014,March
GBP,165.657,2014,June,2014,June,2014,March
GBP,165.65725,2005,February,2005,February,2005,February
GBP,165.7,2014,June,2014,June,2014,March
GBP,165.72249,2005,May,2005,May,2005,May
GBP,165.745,2014,July,2014,July,2014,April
GBP,165.75451,2005,February,2005,February,2005,February
GBP,165.76523,2005,March,2005,March,2005,March
GBP,165.7664,2005,March,2005,March,2005,February
GBP,165.78754,2005,March,2005,March,2005,March
GBP,165.794,2015,May,2015,May,2015,February
GBP,165.833,2015,April,2015,April,2015,January
GBP,165.843,2014,June,2014,June,2014,March
GBP,165.847,2015,April,2015,May,2015,January
GBP,165.902,2014,June,2014,June,2014,March
GBP,165.91905,2004,December,2004,December,2004,December
GBP,165.973,2014,July,2014,July,2014,April
GBP,166.028,2014,June,2014,July,2014,March
GBP,166.06677,2004,December,2004,December,2004,December
GBP,166.1037,2005,April,2005,April,2005,April
GBP,166.105,2015,April,2015,April,2015,January
GBP,166.17489,2005,March,2005,March,2005,March
GBP,166.307,2014,July,2014,July,2014,April
GBP,166.38823,2005,March,2005,March,2005,March
GBP,166.416,2014,July,2014,July,2014,April
GBP,166.421,2014,July,2014,July,2014,April
GBP,166.5347,2004,December,2004,December,2004,December
GBP,166.55,2014,July,2014,July,2014,April
GBP,166.55581,2004,December,2004,December,2004,December
GBP,166.63424,2005,March,2005,March,2005,March
GBP,166.66248,2005,March,2005,March,2005,March
GBP,166.71604,2005,April,2005,April,2005,April
GBP,166.792,2014,July,2014,July,2014,April
GBP,166.83811,2005,April,2005,April,2005,April
GBP,166.84363,2005,March,2005,March,2005,March
GBP,166.86659,2005,March,2005,March,2005,February
GBP,166.86755,2005,March,2005,March,2005,March
GBP,166.93,2014,June,2014,July,2014,March
GBP,166.94594,2005,May,2005,May,2005,May
GBP,166.957,2014,June,2014,July,2014,April
GBP,166.98758,2005,April,2005,April,2005,April
GBP,166.98787,2005,April,2005,April,2005,April
GBP,167.038,2014,June,2014,July,2014,March
GBP,167.09622,2005,April,2005,April,2005,April
GBP,167.11667,2004,December,2004,December,2004,November
GBP,167.13597,2005,May,2005,May,2005,May
GBP,167.15705,2005,April,2005,April,2005,April
GBP,167.193,2015,April,2015,May,2015,January
GBP,167.19317,2005,April,2005,April,2005,April
GBP,167.1939,2005,March,2005,March,2005,February
GBP,167.2071,2005,May,2005,May,2005,April
GBP,167.29567,2005,March,2005,March,2005,March
GBP,167.33461,2005,March,2005,March,2005,March
GBP,167.33655,2015,May,2015,June,2015,February
GBP,167.41789,2005,March,2005,March,2005,March
GBP,167.64,2004,December,2004,December,2004,December
GBP,167.68471,2004,December,2004,December,2004,December
GBP,167.69158,2015,May,2015,May,2015,February
GBP,167.76084,2005,May,2005,May,2005,May
GBP,167.84976,2015,May,2015,June,2015,February
GBP,167.887,2015,April,2015,April,2015,January
GBP,168.14298,2005,May,2005,May,2005,April
GBP,168.21911,2005,May,2005,May,2005,May
GBP,168.23,2015,May,2015,May,2015,February
GBP,168.23479,2005,May,2005,May,2005,April
GBP,168.35781,2015,May,2015,May,2015,February
GBP,168.43723,2004,December,2004,December,2004,December
GBP,168.53452,2005,May,2005,May,2005,April
GBP,168.53901,2015,May,2015,May,2015,February
GBP,168.57043,2015,May,2015,June,2015,March
GBP,168.98005,2015,May,2015,June,2015,March
GBP,169.515,2015,May,2015,May,2015,February
GBP,169.53,2015,May,2015,May,2015,February
GBP,169.534,2015,May,2015,May,2015,February
GBP,169.923,2015,May,2015,May,2015,February
GBP,170.081,2015,May,2015,May,2015,February
GBP,170.629,2015,May,2015,May,2015,February
GBP,171.119,2015,May,2015,May,2015,February
GBP,171.124,2015,May,2015,May,2015,February
GBP,171.208,2015,May,2015,May,2015,February
GBP,172.22,2015,May,2015,May,2015,February
GBP,172.306,2015,May,2015,May,2015,February
GBP,177.40761,2015,June,2015,June,2015,March
GBP,177.62279,2015,June,2015,June,2015,March
GBP,178.56801,2015,June,2015,June,2015,March
GBP,179.32507,2015,June,2015,June,2015,March
GBP,181.53694,2015,June,2015,June,2015,March
GBP,182.24262,2015,June,2015,June,2015,March
GBP,182.63117,2015,June,2015,June,2015,March
GBP,182.8431,2015,June,2015,June,2015,March
GBP,185.08565,2015,June,2015,June,2015,March
GBP,186.22311,2015,June,2015,June,2015,March
GBP,188.59714,2015,June,2015,June,2015,March
GBP,188.78953,2015,June,2015,June,2015,March
GBP,188.89711,2015,June,2015,June,2015,March
GBP,189.25934,2015,July,2015,July,2015,April
GBP,189.46918,2015,June,2015,June,2015,March
GBP,189.74343,2015,June,2015,June,2015,March
GBP,189.92878,2015,September,2015,September,2015,June
GBP,189.99821,2015,July,2015,July,2015,April
GBP,189.99906,2015,June,2015,June,2015,March
GBP,190.11635,2015,June,2015,July,2015,April
GBP,190.20435,2015,June,2015,June,2015,March
GBP,190.25502,2015,July,2015,July,2015,April
GBP,190.2768,2015,June,2015,June,2015,March
GBP,190.33815,2015,July,2015,July,2015,April
GBP,190.98912,2015,June,2015,July,2015,April
GBP,191.02583,2015,June,2015,July,2015,April
GBP,191.10528,2015,August,2015,September,2015,June
GBP,191.19289,2015,August,2015,September,2015,June
GBP,191.55065,2015,June,2015,July,2015,March
GBP,191.69199,2015,August,2015,September,2015,June
GBP,192.09767,2015,July,2015,July,2015,April
GBP,192.45457,2015,August,2015,September,2015,June
GBP,192.50464,2015,August,2015,August,2015,May
GBP,192.53136,2015,July,2015,July,2015,April
GBP,192.81753,2015,August,2015,August,2015,May
GBP,193.97796,2015,July,2015,July,2015,April
GBP,194.01063,2015,August,2015,August,2015,May
GBP,194.02802,2015,July,2015,July,2015,April
GBP,194.17333,2015,August,2015,August,2015,May
GBP,194.56647,2015,July,2015,July,2015,April
GBP,194.5715,2015,July,2015,July,2015,April
GBP,194.575,2015,July,2015,July,2015,April
GBP,194.6125,2015,July,2015,July,2015,April
GBP,194.6625,2015,July,2015,July,2015,April
GBP,194.70519,2015,August,2015,August,2015,May
GBP,195.00873,2015,July,2015,August,2015,May
GBP,195.04472,2015,July,2015,July,2015,April
GBP,195.08538,2015,July,2015,August,2015,May
GBP,195.15263,2015,August,2015,August,2015,May
GBP,195.15419,2015,August,2015,August,2015,May
GBP,195.15835,2015,July,2015,July,2015,April
GBP,195.21365,2015,August,2015,August,2015,May
GBP,195.37952,2015,July,2015,July,2015,April
GBP,195.40138,2015,August,2015,August,2015,May
GBP,195.56564,2015,August,2015,August,2015,May
GBP,195.57816,2015,August,2015,August,2015,May
GBP,195.57978,2015,July,2015,July,2015,April
GBP,195.58442,2015,July,2015,July,2015,May
GBP,195.647,2015,July,2015,August,2015,May
GBP,195.72052,2015,July,2015,July,2015,April
GBP,195.81125,2015,July,2015,August,2015,May
GBP,196.03028,2015,August,2015,August,2015,May
GBP,196.40574,2015,August,2015,August,2015,May
GBP,196.81875,2015,August,2015,August,2015,May
GBP,197.67139,2015,August,2015,August,2015,May
GBP,198.49064,2015,September,2015,September,2015,June
GBP,199.036,2017,January,2017,January,2016,October
GBP,199.31055,2015,December,2015,December,2015,September
GBP,200.10782,2016,January,2016,January,2015,October
GBP,200.10782,2017,January,2017,January,2016,October
GBP,200.27998,2015,December,2015,December,2015,September
GBP,200.29661,2017,March,2017,March,2016,December
GBP,200.47099,2017,January,2017,January,2016,October
GBP,200.56074,2017,March,2017,March,2016,November
GBP,200.60312,2015,December,2015,December,2015,September
GBP,200.63004,2015,December,2015,December,2015,September
GBP,200.65825,2016,October,2016,October,2016,July
GBP,200.67716,2016,October,2016,November,2016,July
GBP,200.6839,2015,December,2015,December,2015,September
GBP,200.75282,2017,January,2017,January,2016,October
GBP,200.85874,2016,October,2016,October,2016,July
GBP,200.88368,2017,January,2017,January,2016,October
GBP,200.88586,2015,December,2015,December,2015,September
GBP,200.98011,2015,December,2015,December,2015,September
GBP,201.08783,2015,December,2015,December,2015,September
GBP,201.15505,2017,March,2017,March,2016,November
GBP,201.21948,2015,November,2015,December,2015,August
GBP,201.21949,2016,October,2016,October,2016,July
GBP,201.35033,2016,October,2016,October,2016,July
GBP,201.35396,2016,October,2016,October,2016,July
GBP,201.41918,2017,March,2017,March,2016,December
GBP,201.56776,2017,March,2017,March,2016,November
GBP,201.58506,2016,October,2016,October,2016,July
GBP,201.70061,2016,October,2016,October,2016,July
GBP,201.80691,2016,December,2016,December,2016,September
GBP,201.91157,2016,October,2016,October,2016,July
GBP,201.93094,2017,March,2017,March,2016,December
GBP,201.9885,2016,December,2016,December,2016,September
GBP,202.03075,2016,October,2016,November,2016,July
GBP,202.0618,2017,February,2017,March,2016,November
GBP,202.06376,2016,October,2016,October,2016,July
GBP,202.1081,2015,December,2015,December,2015,August
GBP,202.15236,2016,December,2016,December,2016,September
GBP,202.16196,2015,November,2015,December,2015,August
GBP,202.20869,2016,October,2016,October,2016,July
GBP,202.25471,2015,November,2015,December,2015,August
GBP,202.25921,2015,December,2015,December,2015,September
GBP,202.31744,2016,December,2016,December,2016,September
GBP,202.4177,2016,December,2017,January,2016,September
GBP,202.441,2016,October,2016,October,2016,July
GBP,202.44149,2017,March,2017,March,2016,November
GBP,202.52282,2017,February,2017,March,2016,November
GBP,202.61822,2017,January,2017,January,2016,October
GBP,202.72745,2015,December,2015,December,2015,August
